Fnoise [fs],Resolution [ps],PDC0 [ps],PDC1 [ps],PVDL0 [ps],PVDL1 [ps],H [bit/bit]
30,64,13113.75,12886.25,218.0,282.0,0.9495906823459629
30,32.0,13103.75,12896.25,234.0,266.0,0.9999554900733754
30,45.254833995939045,13107.892135623732,12892.107864376268,227.37258300203047,272.62741699796953,0.9893490900060974
30,38.05462768008707,13105.642071150027,12894.357928849973,230.97268615995645,269.0273138400435,0.9986666399765751
30,41.49886574883231,13106.71839554651,12893.28160445349,229.25056712558384,270.74943287441613,0.9936299223298308
30,39.73944998635149,13106.168578120734,12893.831421879266,230.13027500682426,269.86972499317574,0.9966004837986506
30,38.887915519375,13105.902473599805,12894.097526400195,230.5560422403125,269.4439577596875,0.9977696683091062
30,39.311377155419834,13106.034805361069,12893.965194638931,230.34431142229008,269.6556885777099,0.9972050231430409
30,39.52483404598186,13106.10151063937,12893.89848936063,230.23758297700908,269.7624170229909,0.9969091395374408
30,39.41796111149043,13106.06811284734,12893.93188715266,230.2910194442548,269.7089805557452,0.997063694770226
30,64,13613.75,13386.25,218.0,282.0,0.9515943381474045
30,32.0,13603.75,13396.25,234.0,266.0,0.9998952566055447
30,45.254833995939045,13607.892135623732,13392.107864376268,227.37258300203047,272.62741699796953,0.9910491458358748
30,38.05462768008707,13605.642071150027,13394.357928849973,230.97268615995645,269.0273138400435,0.9992727499752803
30,41.49886574883231,13606.71839554651,13393.28160445349,229.25056712558384,270.74943287441613,0.9951812765559727
30,39.73944998635149,13606.168578120734,13393.831421879266,230.13027500682426,269.86972499317574,0.997701892594744
30,40.60963063013546,13606.440509571918,13393.559490428082,229.69518468493226,270.30481531506774,0.9965336766669408
30,40.172184224790115,13606.303807570246,13393.696192429754,229.91390788760495,270.0860921123951,0.9971404510646023
30,40.390315212616024,13606.371973503943,13393.628026496057,229.80484239369198,270.195157606308,0.9968523567885217
30,40.28110206559093,13606.337844395497,13393.662155604503,229.85944896720454,270.1405510327955,0.9970033022073306
30,64,14113.75,13886.25,218.0,282.0,0.953261140416324
30,32.0,14103.75,13896.25,234.0,266.0,0.9998173065185696
30,45.254833995939045,14107.892135623732,13892.107864376268,227.37258300203047,272.62741699796953,0.99248595169623
30,38.05462768008707,14105.642071150027,13894.357928849973,230.97268615995645,269.0273138400435,0.9996768277029592
30,41.49886574883231,14106.71839554651,13893.28160445349,229.25056712558384,270.74943287441613,0.9964318821596353
30,39.73944998635149,14106.168578120734,13893.831421879266,230.13027500682426,269.86972499317574,0.998546520834717
30,40.60963063013546,14106.440509571918,13893.559490428082,229.69518468493226,270.30481531506774,0.9975822091844097
30,41.051840514520904,14106.578700160788,13893.421299839212,229.47407974273955,270.52592025726045,0.9970257108773537
30,41.2747479490133,14106.648358734066,13893.351641265934,229.36262602549334,270.63737397450666,0.9967304944713837
30,41.16314334547282,14106.613482295461,13893.386517704539,229.4184283272636,270.5815716727364,0.996880393792553
30,64,14613.75,14386.25,218.0,282.0,0.954469748077033
30,32.0,14603.75,14396.25,234.0,266.0,0.9997213371835871
30,45.254833995939045,14607.892135623732,14392.107864376268,227.37258300203047,272.62741699796953,0.9937471922401554
30,38.05462768008707,14605.642071150027,14394.357928849973,230.97268615995645,269.0273138400435,0.9999137825335696
30,41.49886574883231,14606.71839554651,14393.28160445349,229.25056712558384,270.74943287441613,0.9974361241897916
30,43.33617750198057,14607.292555469368,14392.707444530632,228.33191124900972,271.6680887509903,0.9952969157074703
30,42.40757258111172,14607.002366431598,14392.997633568402,228.79621370944415,271.20378629055585,0.996348981106241
30,41.95075876879246,14606.859612115248,14393.140387884752,229.02462061560377,270.9753793843962,0.9969071691189195
30,41.724200486141946,14606.78881265192,14393.21118734808,229.13789975692902,270.862100243071,0.997167423727322
30,41.83732626990967,14606.824164459347,14393.175835540653,229.08133686504516,270.91866313495484,0.9970407916974906
30,64,15113.75,14886.25,218.0,282.0,0.9560427396513622
30,32.0,15103.75,14896.25,234.0,266.0,0.9996306235332377
30,45.254833995939045,15107.892135623732,14892.107864376268,227.37258300203047,272.62741699796953,0.9948141759955333
30,38.05462768008707,15105.642071150027,14894.357928849973,230.97268615995645,269.0273138400435,0.9999991807194362
30,41.49886574883231,15106.71839554651,14893.28160445349,229.25056712558384,270.74943287441613,0.9982027676168985
30,43.33617750198057,15107.292555469368,14892.707444530632,228.33191124900972,271.6680887509903,0.9963328893346427
30,42.40757258111172,15107.002366431598,14892.997633568402,228.79621370944415,271.20378629055585,0.9972904389794037
30,42.8693607697057,15107.146675240532,14892.853324759468,228.56531961514716,271.43468038485287,0.9968084974255131
30,42.63784150666117,15107.074325470832,14892.925674529168,228.6810792466694,271.3189207533306,0.9970361020059211
30,42.75344442253267,15107.110451382041,14892.889548617959,228.62327778873367,271.3767222112663,0.9969322154447593
30,64,15613.75,15386.25,218.0,282.0,0.9573494548787043
30,32.0,15603.75,15396.25,234.0,266.0,0.999502797036413
30,45.254833995939045,15607.892135623732,15392.107864376268,227.37258300203047,272.62741699796953,0.9957372237157761
30,38.05462768008707,15605.642071150027,15394.357928849973,230.97268615995645,269.0273138400435,0.9999561367483243
30,41.49886574883231,15606.71839554651,15393.28160445349,229.25056712558384,270.74943287441613,0.9988353138530102
30,43.33617750198057,15607.292555469368,15392.707444530632,228.33191124900972,271.6680887509903,0.9971803545578433
30,44.285116222842625,15607.589098819639,15392.410901180361,227.85744188857868,272.1425581114213,0.9963590228481285
30,43.808077535186904,15607.440024229745,15392.559975770255,228.09596123240655,271.9040387675935,0.9967571137606819
30,43.5714886604232,15607.366090206382,15392.633909793618,228.2142556697884,271.7857443302116,0.9969713222390326
30,43.45367379881284,15607.329273062129,15392.670726937871,228.2731631005936,271.7268368994064,0.997074697335054
30,64,16113.75,15886.25,218.0,282.0,0.9585697797119374
30,32.0,16103.75,15896.25,234.0,266.0,0.9993799044587633
30,45.254833995939045,16107.892135623732,15892.107864376268,227.37258300203047,272.62741699796953,0.9965262515948627
30,38.05462768008707,16105.642071150027,15894.357928849973,230.97268615995645,269.0273138400435,0.9998046172268826
30,41.49886574883231,16106.71839554651,15893.28160445349,229.25056712558384,270.74943287441613,0.9992975584186119
30,43.33617750198057,16107.292555469368,15892.707444530632,228.33191124900972,271.6680887509903,0.9978823394759853
30,44.285116222842625,16107.589098819639,15892.410901180361,227.85744188857868,272.1425581114213,0.9971212316920753
30,44.76734952122596,16107.739796725384,15892.260203274616,227.616325239387,272.38367476061296,0.9968011461100225
30,44.52558002470164,16107.66424375772,15892.33575624228,227.73720998764918,272.2627900123508,0.9969405681961827
30,44.40518535355294,16107.626620422985,15892.373379577015,227.79740732322352,272.2025926767765,0.9970284510834608
30,64,16613.75,16386.25,218.0,282.0,0.9596196198081905
30,32.0,16603.75,16396.25,234.0,266.0,0.9992677402042205
30,45.254833995939045,16607.89213562373,16392.10786437627,227.37258300203047,272.62741699796953,0.9971933065595102
30,53.817370576237735,16610.567928305074,16389.432071694926,223.09131471188113,276.9086852881189,0.9997411388227238
30,58.68825876509896,16612.090080864094,16387.909919135906,220.65587061745052,279.34412938254945,0.9941942370629921
30,56.20006913194558,16611.312521603733,16388.687478396267,221.8999654340272,278.1000345659728,0.9994675531564811
30,57.43069040009943,16611.697090750033,16388.302909249967,221.2846547999503,278.71534520004974,0.9977111353878034
30,58.056069616012756,16611.892521755002,16388.107478244998,220.97196519199363,279.0280348080064,0.9962693305016406
30,57.74253336981196,16611.794541678068,16388.205458321932,221.12873331509402,278.871266684906,0.9970393321708589
30,57.899089259873016,16611.84346539371,16388.15653460629,221.0504553700635,278.9495446299365,0.9966663792487623
30,64,17113.75,16886.25,218.0,282.0,0.9604059037577733
30,32.0,17103.75,16896.25,234.0,266.0,0.9991668269585694
30,45.254833995939045,17107.89213562373,16892.10786437627,227.37258300203047,272.62741699796953,0.9977607111224693
30,53.817370576237735,17110.567928305074,16889.432071694926,223.09131471188113,276.9086852881189,0.9997746879285305
30,58.68825876509896,17112.090080864094,16887.909919135906,220.65587061745052,279.34412938254945,0.994560079692949
30,56.20006913194558,17111.312521603733,16888.687478396267,221.8999654340272,278.1000345659728,0.9995009955715436
30,57.43069040009943,17111.697090750033,16888.302909249967,221.2846547999503,278.71534520004974,0.9977528084092151
30,58.056069616012756,17111.892521755002,16888.107478244998,220.97196519199363,279.0280348080064,0.9963448357282982
30,57.74253336981196,17111.794541678068,16888.205458321932,221.12873331509402,278.871266684906,0.997098632800409
30,57.899089259873016,17111.84346539371,16888.15653460629,221.0504553700635,278.9495446299365,0.9967342836370083
30,64,17613.75,17386.25,218.0,282.0,0.9615141943962691
30,32.0,17603.75,17396.25,234.0,266.0,0.9990241050530835
30,45.254833995939045,17607.89213562373,17392.10786437627,227.37258300203047,272.62741699796953,0.9982297394884666
30,53.817370576237735,17610.567928305074,17389.432071694926,223.09131471188113,276.9086852881189,0.9998146160611294
30,58.68825876509896,17612.090080864094,17387.909919135906,220.65587061745052,279.34412938254945,0.9945549349208387
30,56.20006913194558,17611.312521603733,17388.687478396267,221.8999654340272,278.1000345659728,0.9994911370608555
30,57.43069040009943,17611.697090750033,17388.302909249967,221.2846547999503,278.71534520004974,0.9977753843947591
30,58.056069616012756,17611.892521755002,17388.107478244998,220.97196519199363,279.0280348080064,0.9963711033005106
30,57.74253336981196,17611.794541678068,17388.205458321932,221.12873331509402,278.871266684906,0.9971149680511995
30,57.899089259873016,17611.84346539371,17388.15653460629,221.0504553700635,278.9495446299365,0.996755659487967
30,64,18113.75,17886.25,218.0,282.0,0.9626357278864854
30,32.0,18103.75,17896.25,234.0,266.0,0.9988977226239496
30,45.254833995939045,18107.89213562373,17892.10786437627,227.37258300203047,272.62741699796953,0.9986210990538076
30,53.817370576237735,18110.567928305074,17889.432071694926,223.09131471188113,276.9086852881189,0.9998425130895592
30,58.68825876509896,18112.090080864094,17887.909919135906,220.65587061745052,279.34412938254945,0.9946307412731767
30,56.20006913194558,18111.312521603733,17888.687478396267,221.8999654340272,278.1000345659728,0.9994776334174533
30,57.43069040009943,18111.697090750033,17888.302909249967,221.2846547999503,278.71534520004974,0.9978724627640543
30,58.056069616012756,18111.892521755002,17888.107478244998,220.97196519199363,279.0280348080064,0.9964548211335531
30,57.74253336981196,18111.794541678068,17888.205458321932,221.12873331509402,278.871266684906,0.9971774575735046
30,57.899089259873016,18111.84346539371,17888.15653460629,221.0504553700635,278.9495446299365,0.9968283420270516
30,64,18613.75,18386.25,218.0,282.0,0.9633449551376831
30,32.0,18603.75,18396.25,234.0,266.0,0.9987307489323511
30,45.254833995939045,18607.89213562373,18392.10786437627,227.37258300203047,272.62741699796953,0.9989457079980106
30,53.817370576237735,18610.567928305074,18389.432071694926,223.09131471188113,276.9086852881189,0.9998554411892178
30,58.68825876509896,18612.090080864094,18387.909919135906,220.65587061745052,279.34412938254945,0.9947186223379549
30,56.20006913194558,18611.312521603733,18388.687478396267,221.8999654340272,278.1000345659728,0.9994761490275406
30,57.43069040009943,18611.697090750033,18388.302909249967,221.2846547999503,278.71534520004974,0.9978754746051812
30,58.056069616012756,18611.892521755002,18388.107478244998,220.97196519199363,279.0280348080064,0.996571244625357
30,57.74253336981196,18611.794541678068,18388.205458321932,221.12873331509402,278.871266684906,0.997265439233425
30,57.899089259873016,18611.84346539371,18388.15653460629,221.0504553700635,278.9495446299365,0.9969296970726105
30,64,19113.75,18886.25,218.0,282.0,0.9643464720218502
30,32.0,19103.75,18896.25,234.0,266.0,0.9985961503818563
30,45.254833995939045,19107.89213562373,18892.10786437627,227.37258300203047,272.62741699796953,0.999208904183731
30,53.817370576237735,19110.567928305074,18889.432071694926,223.09131471188113,276.9086852881189,0.9998892218092013
30,58.68825876509896,19112.090080864094,18887.909919135906,220.65587061745052,279.34412938254945,0.9948678032934202
30,56.20006913194558,19111.312521603733,18888.687478396267,221.8999654340272,278.1000345659728,0.9994973248580563
30,57.43069040009943,19111.697090750033,18888.302909249967,221.2846547999503,278.71534520004974,0.9978968674863226
30,58.056069616012756,19111.892521755002,18888.107478244998,220.97196519199363,279.0280348080064,0.9966278147724466
30,57.74253336981196,19111.794541678068,18888.205458321932,221.12873331509402,278.871266684906,0.9973066176997949
30,57.899089259873016,19111.84346539371,18888.15653460629,221.0504553700635,278.9495446299365,0.9969784904368895
30,64,19613.75,19386.25,218.0,282.0,0.9653622436514078
30,32.0,19603.75,19396.25,234.0,266.0,0.9985343367461964
30,45.254833995939045,19607.89213562373,19392.10786437627,227.37258300203047,272.62741699796953,0.9994333826234576
30,53.817370576237735,19610.567928305074,19389.432071694926,223.09131471188113,276.9086852881189,0.9999088585845382
30,58.68825876509896,19612.090080864094,19387.909919135906,220.65587061745052,279.34412938254945,0.9950292994630385
30,56.20006913194558,19611.312521603733,19388.687478396267,221.8999654340272,278.1000345659728,0.999468076561554
30,57.43069040009943,19611.697090750033,19388.302909249967,221.2846547999503,278.71534520004974,0.9979740866788235
30,58.056069616012756,19611.892521755002,19388.107478244998,220.97196519199363,279.0280348080064,0.9967082250397696
30,57.74253336981196,19611.794541678068,19388.205458321932,221.12873331509402,278.871266684906,0.9973664009285503
30,57.899089259873016,19611.84346539371,19388.15653460629,221.0504553700635,278.9495446299365,0.9970467713335658
30,64,20113.75,19886.25,218.0,282.0,0.9655679770620451
30,32.0,20103.75,19896.25,234.0,266.0,0.9983162005702607
30,45.254833995939045,20107.89213562373,19892.10786437627,227.37258300203047,272.62741699796953,0.9996141129663191
30,53.817370576237735,20110.567928305074,19889.432071694926,223.09131471188113,276.9086852881189,0.9999194174565594
30,58.68825876509896,20112.090080864094,19887.909919135906,220.65587061745052,279.34412938254945,0.9952583741024823
30,56.20006913194558,20111.312521603733,19888.687478396267,221.8999654340272,278.1000345659728,0.99949019999529
30,57.43069040009943,20111.697090750033,19888.302909249967,221.2846547999503,278.71534520004974,0.9979971927475874
30,58.056069616012756,20111.892521755002,19888.107478244998,220.97196519199363,279.0280348080064,0.9967978339189354
30,57.74253336981196,20111.794541678068,19888.205458321932,221.12873331509402,278.871266684906,0.9974403249926111
30,57.899089259873016,20111.84346539371,19888.15653460629,221.0504553700635,278.9495446299365,0.9971300150875382
30,64,20613.75,20386.25,218.0,282.0,0.9662455224881439
30,32.0,20603.75,20396.25,234.0,266.0,0.9982508043732923
30,45.254833995939045,20607.89213562373,20392.10786437627,227.37258300203047,272.62741699796953,0.9997458363119252
30,53.817370576237735,20610.567928305074,20389.432071694926,223.09131471188113,276.9086852881189,0.9999354947977688
30,58.68825876509896,20612.090080864094,20387.909919135906,220.65587061745052,279.34412938254945,0.9951174966766774
30,56.20006913194558,20611.312521603733,20388.687478396267,221.8999654340272,278.1000345659728,0.9994726850085468
30,57.43069040009943,20611.697090750033,20388.302909249967,221.2846547999503,278.71534520004974,0.9980799198323207
30,58.056069616012756,20611.892521755002,20388.107478244998,220.97196519199363,279.0280348080064,0.9968227675606589
30,57.74253336981196,20611.794541678068,20388.205458321932,221.12873331509402,278.871266684906,0.9975549849083161
30,57.899089259873016,20611.84346539371,20388.15653460629,221.0504553700635,278.9495446299365,0.9972674227423661
30,64,21113.75,20886.25,218.0,282.0,0.9670443740419766
30,32.0,21103.75,20896.25,234.0,266.0,0.998104617693056
30,45.254833995939045,21107.89213562373,20892.10786437627,227.37258300203047,272.62741699796953,0.9998469193788362
30,53.817370576237735,21110.567928305074,20889.432071694926,223.09131471188113,276.9086852881189,0.9999522509556864
30,58.68825876509896,21112.090080864094,20887.909919135906,220.65587061745052,279.34412938254945,0.9952715234803211
30,56.20006913194558,21111.312521603733,20888.687478396267,221.8999654340272,278.1000345659728,0.9994875922047194
30,57.43069040009943,21111.697090750033,20888.302909249967,221.2846547999503,278.71534520004974,0.9980811234568827
30,58.056069616012756,21111.892521755002,20888.107478244998,220.97196519199363,279.0280348080064,0.9968006922054262
30,57.74253336981196,21111.794541678068,20888.205458321932,221.12873331509402,278.871266684906,0.9975662484279276
30,57.899089259873016,21111.84346539371,20888.15653460629,221.0504553700635,278.9495446299365,0.9972979448851609
30,64,21613.75,21386.25,218.0,282.0,0.9676468657639974
30,32.0,21603.75,21396.25,234.0,266.0,0.9979194765563484
30,45.254833995939045,21607.89213562373,21392.10786437627,227.37258300203047,272.62741699796953,0.9999175179709595
30,53.817370576237735,21610.567928305074,21389.432071694926,223.09131471188113,276.9086852881189,0.9999609162630725
30,58.68825876509896,21612.090080864094,21387.909919135906,220.65587061745052,279.34412938254945,0.9954028462243052
30,56.20006913194558,21611.312521603733,21388.687478396267,221.8999654340272,278.1000345659728,0.9994951013580735
30,57.43069040009943,21611.697090750033,21388.302909249967,221.2846547999503,278.71534520004974,0.9981749916197908
30,58.056069616012756,21611.892521755002,21388.107478244998,220.97196519199363,279.0280348080064,0.9968924247978829
30,57.74253336981196,21611.794541678068,21388.205458321932,221.12873331509402,278.871266684906,0.9975038326573108
30,57.899089259873016,21611.84346539371,21388.15653460629,221.0504553700635,278.9495446299365,0.9972084113777446
30,64,22113.75,21886.25,218.0,282.0,0.9683550318559881
30,32.0,22103.75,21896.25,234.0,266.0,0.9978457678221897
30,45.254833995939045,22107.89213562373,21892.10786437627,227.37258300203047,272.62741699796953,0.9999634569391137
30,53.817370576237735,22110.567928305074,21889.432071694926,223.09131471188113,276.9086852881189,0.9999691251504237
30,58.68825876509896,22112.090080864094,21887.909919135906,220.65587061745052,279.34412938254945,0.9954405666743874
30,56.20006913194558,22111.312521603733,21888.687478396267,221.8999654340272,278.1000345659728,0.999489601044609
30,57.43069040009943,22111.697090750033,21888.302909249967,221.2846547999503,278.71534520004974,0.9980759211308718
30,58.056069616012756,22111.892521755002,21888.107478244998,220.97196519199363,279.0280348080064,0.9969662614241039
30,57.74253336981196,22111.794541678068,21888.205458321932,221.12873331509402,278.871266684906,0.9975600474853923
30,57.899089259873016,22111.84346539371,21888.15653460629,221.0504553700635,278.9495446299365,0.9972729267030673
30,64,22613.75,22386.25,218.0,282.0,0.9685359029458427
30,32.0,22603.75,22396.25,234.0,266.0,0.9977236603143412
30,45.254833995939045,22607.89213562373,22392.10786437627,227.37258300203047,272.62741699796953,0.9999888420861496
30,53.817370576237735,22610.567928305074,22389.432071694926,223.09131471188113,276.9086852881189,0.9999746175262141
30,58.68825876509896,22612.090080864094,22387.909919135906,220.65587061745052,279.34412938254945,0.995539580656173
30,56.20006913194558,22611.312521603733,22388.687478396267,221.8999654340272,278.1000345659728,0.9995036266503257
30,57.43069040009943,22611.697090750033,22388.302909249967,221.2846547999503,278.71534520004974,0.9981176038480488
30,58.056069616012756,22611.892521755002,22388.107478244998,220.97196519199363,279.0280348080064,0.997013941317646
30,58.3713083330257,22611.991033854072,22388.008966145928,220.81434583348715,279.18565416651285,0.99635267890537
30,58.21347558907547,22611.941711121584,22388.058288878416,220.89326220546226,279.1067377945377,0.9966929385374116
30,64,23113.75,22886.25,218.0,282.0,0.9690466999486037
30,32.0,23103.75,22896.25,234.0,266.0,0.9975811255015953
30,45.254833995939045,23107.89213562373,22892.10786437627,227.37258300203047,272.62741699796953,0.9999999072297222
30,53.817370576237735,23110.567928305074,22889.432071694926,223.09131471188113,276.9086852881189,0.9999795875376423
30,58.68825876509896,23112.090080864094,22887.909919135906,220.65587061745052,279.34412938254945,0.9956289226229327
30,56.20006913194558,23111.312521603733,22888.687478396267,221.8999654340272,278.1000345659728,0.9995136369349391
30,57.43069040009943,23111.697090750033,22888.302909249967,221.2846547999503,278.71534520004974,0.9981389765954831
30,58.056069616012756,23111.892521755002,22888.107478244998,220.97196519199363,279.0280348080064,0.9970765421563716
30,58.3713083330257,23111.991033854072,22888.008966145928,220.81434583348715,279.18565416651285,0.996428213460656
30,58.21347558907547,23111.941711121584,22888.058288878416,220.89326220546226,279.1067377945377,0.996759654545184
30,64,23613.75,23386.25,218.0,282.0,0.9695261825305785
30,32.0,23603.75,23396.25,234.0,266.0,0.9974963109092041
30,45.254833995939045,23607.89213562373,23392.10786437627,227.37258300203047,272.62741699796953,0.9999945536255416
30,53.817370576237735,23610.567928305074,23389.432071694926,223.09131471188113,276.9086852881189,0.9999834961543048
30,58.68825876509896,23612.090080864094,23387.909919135906,220.65587061745052,279.34412938254945,0.995689383373562
30,56.20006913194558,23611.312521603733,23388.687478396267,221.8999654340272,278.1000345659728,0.9995228515356036
30,57.43069040009943,23611.697090750033,23388.302909249967,221.2846547999503,278.71534520004974,0.9981668910653391
30,58.056069616012756,23611.892521755002,23388.107478244998,220.97196519199363,279.0280348080064,0.9971254710395767
30,58.3713083330257,23611.991033854072,23388.008966145928,220.81434583348715,279.18565416651285,0.9964956376571108
30,58.21347558907547,23611.941711121584,23388.058288878416,220.89326220546226,279.1067377945377,0.9968193099419289
30,64,24113.75,23886.25,218.0,282.0,0.9698997416376711
30,32.0,24103.75,23896.25,234.0,266.0,0.9973997489802602
30,45.254833995939045,24107.89213562373,23892.10786437627,227.37258300203047,272.62741699796953,0.9999732390734906
30,53.817370576237735,24110.567928305074,23889.432071694926,223.09131471188113,276.9086852881189,0.999986787199665
30,58.68825876509896,24112.090080864094,23887.909919135906,220.65587061745052,279.34412938254945,0.9957527949957087
30,56.20006913194558,24111.312521603733,23888.687478396267,221.8999654340272,278.1000345659728,0.9995312141174156
30,57.43069040009943,24111.697090750033,23888.302909249967,221.2846547999503,278.71534520004974,0.99818985507527
30,58.056069616012756,24111.892521755002,23888.107478244998,220.97196519199363,279.0280348080064,0.9971668316455482
30,58.3713083330257,24111.991033854072,23888.008966145928,220.81434583348715,279.18565416651285,0.9965484928633142
30,58.21347558907547,24111.941711121584,23888.058288878416,220.89326220546226,279.1067377945377,0.9968662167114478
30,64,24613.75,24386.25,218.0,282.0,0.9703903254070307
30,32.0,24603.75,24396.25,234.0,266.0,0.9972906691685235
30,45.254833995939045,24607.89213562373,24392.10786437627,227.37258300203047,272.62741699796953,0.9999427523492823
30,53.817370576237735,24610.567928305074,24389.432071694926,223.09131471188113,276.9086852881189,0.9999933542541259
30,58.68825876509896,24612.090080864094,24387.909919135906,220.65587061745052,279.34412938254945,0.9957920181791466
30,56.20006913194558,24611.312521603733,24388.687478396267,221.8999654340272,278.1000345659728,0.9994669656346091
30,57.43069040009943,24611.697090750033,24388.302909249967,221.2846547999503,278.71534520004974,0.9982333606074008
30,58.056069616012756,24611.892521755002,24388.107478244998,220.97196519199363,279.0280348080064,0.9971962784553323
30,58.3713083330257,24611.991033854072,24388.008966145928,220.81434583348715,279.18565416651285,0.9965870076435894
30,58.21347558907547,24611.941711121584,24388.058288878416,220.89326220546226,279.1067377945377,0.9968996963990269
